0, 0, Header, 1, 3, 192
1, 0, Start_track
1, 0, Title_t, "Ampico player piano roll #57525 Prelude G minor c and p/b Rachmaninoff "
1, 0, Copyright_t, "Scanned by Terry Smythe, Winnipeg, Canada"
1, 0, Text_t, "Roll expression tracks converted to MIDI velocities\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 352941
1, 0, Marker_t, "Standard MIDI:LPI 235:Tempo  95: 03-28-2003"
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, ""
2, 1013, Note_on_c, 0, 31, 76
2, 1015, Note_on_c, 0, 43, 75
2, 1017, Note_on_c, 0, 55, 75
2, 1055, Note_on_c, 0, 31, 0
2, 1056, Note_on_c, 0, 43, 0
2, 1057, Note_on_c, 0, 55, 0
2, 1163, Control_c, 0, 67, 127
2, 1193, Control_c, 0, 67, 0
2, 1223, Control_c, 0, 67, 127
2, 1253, Control_c, 0, 67, 0
2, 1283, Control_c, 0, 67, 127
2, 1315, Control_c, 0, 67, 0
2, 1327, Note_on_c, 0, 50, 59
2, 1327, Note_on_c, 0, 55, 65
2, 1328, Note_on_c, 0, 58, 65
2, 1328, Note_on_c, 0, 62, 64
2, 1348, Note_on_c, 0, 50, 0
2, 1348, Control_c, 0, 67, 127
2, 1349, Note_on_c, 0, 55, 0
2, 1350, Note_on_c, 0, 58, 0
2, 1350, Note_on_c, 0, 62, 0
2, 1380, Control_c, 0, 67, 0
2, 1401, Note_on_c, 0, 50, 61
2, 1401, Note_on_c, 0, 55, 66
2, 1402, Note_on_c, 0, 58, 65
2, 1403, Note_on_c, 0, 62, 59
2, 1411, Control_c, 0, 67, 127
2, 1432, Note_on_c, 0, 55, 0
2, 1432, Note_on_c, 0, 50, 0
2, 1433, Note_on_c, 0, 58, 0
2, 1433, Note_on_c, 0, 62, 0
2, 1440, Control_c, 0, 67, 0
2, 1470, Control_c, 0, 67, 127
2, 1481, Note_on_c, 0, 50, 65
2, 1481, Note_on_c, 0, 55, 69
2, 1482, Note_on_c, 0, 58, 68
2, 1482, Note_on_c, 0, 62, 67
2, 1511, Control_c, 0, 67, 0
2, 1512, Note_on_c, 0, 62, 0
2, 1512, Note_on_c, 0, 50, 0
2, 1512, Note_on_c, 0, 55, 0
2, 1512, Note_on_c, 0, 58, 0
2, 1699, Note_on_c, 0, 34, 65
2, 1699, Note_on_c, 0, 46, 65
2, 1728, Note_on_c, 0, 34, 0
2, 1729, Note_on_c, 0, 46, 0
2, 1886, Note_on_c, 0, 38, 72
2, 1888, Note_on_c, 0, 50, 66
2, 1935, Note_on_c, 0, 38, 0
2, 1937, Note_on_c, 0, 50, 0
2, 1956, Control_c, 0, 67, 127
2, 2045, Control_c, 0, 67, 0
2, 2107, Note_on_c, 0, 50, 60
2, 2108, Note_on_c, 0, 55, 63
2, 2108, Note_on_c, 0, 62, 59
2, 2109, Note_on_c, 0, 58, 66
2, 2137, Note_on_c, 0, 55, 0
2, 2137, Note_on_c, 0, 50, 0
2, 2138, Note_on_c, 0, 58, 0
2, 2139, Note_on_c, 0, 62, 0
2, 2297, Note_on_c, 0, 34, 59
2, 2298, Note_on_c, 0, 46, 65
2, 2301, Note_on_c, 0, 58, 61
2, 2328, Note_on_c, 0, 46, 0
2, 2328, Note_on_c, 0, 34, 0
2, 2331, Note_on_c, 0, 58, 0
2, 2490, Note_on_c, 0, 50, 43
2, 2490, Note_on_c, 0, 55, 48
2, 2491, Note_on_c, 0, 58, 48
2, 2491, Note_on_c, 0, 62, 44
2, 2520, Note_on_c, 0, 58, 0
2, 2520, Note_on_c, 0, 50, 0
2, 2520, Note_on_c, 0, 55, 0
2, 2521, Note_on_c, 0, 62, 0
2, 2680, Note_on_c, 0, 43, 74
2, 2681, Note_on_c, 0, 55, 74
2, 2687, Note_on_c, 0, 31, 76
2, 2709, Note_on_c, 0, 43, 0
2, 2711, Note_on_c, 0, 55, 0
2, 2717, Note_on_c, 0, 31, 0
2, 2797, Control_c, 0, 67, 127
2, 2827, Control_c, 0, 67, 0
2, 2857, Control_c, 0, 67, 127
2, 2887, Control_c, 0, 67, 0
2, 2908, Note_on_c, 0, 50, 60
2, 2908, Note_on_c, 0, 55, 63
2, 2908, Note_on_c, 0, 58, 59
2, 2909, Note_on_c, 0, 62, 62
2, 2916, Control_c, 0, 67, 127
2, 2928, Note_on_c, 0, 55, 0
2, 2929, Note_on_c, 0, 50, 0
2, 2929, Note_on_c, 0, 58, 0
2, 2930, Note_on_c, 0, 62, 0
2, 2977, Note_on_c, 0, 50, 61
2, 2977, Note_on_c, 0, 55, 66
2, 2979, Note_on_c, 0, 58, 64
2, 2979, Note_on_c, 0, 62, 64
2, 2998, Control_c, 0, 67, 0
2, 3000, Note_on_c, 0, 58, 0
2, 3000, Note_on_c, 0, 50, 0
2, 3000, Note_on_c, 0, 55, 0
2, 3001, Note_on_c, 0, 62, 0
